Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Artist Name(s),Album Release Date,Track Duration (ms),Track Preview URL,Explicit,Popularity,Artist Genres
spotify:track:3WimzuWXQt4bnd4jcv0Gov,Instant Replay,spotify:artist:1HvcqyRLS9nF8hAbTWOqpr,Dan Hartman,spotify:album:3Sv1qO5IxLep7mOBuQ8fi7,Dan Hartman,1994,320333,https://p.scdn.co/mp3-preview/2baab3e0bcb7a7e6f2030600ce066be8041a2bad?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,39,disco
spotify:track:4RhKJtUfmeONyohbtIDrSA,Hammerhead,spotify:artist:4v0Hh2bdIAJnaUqAOipfYs,James Reyne,spotify:album:4E84dVAoEfOP6wdKucheO4,James Reyne,1988,286840,https://p.scdn.co/mp3-preview/5893d1818d7e8659dc1d70ad12aa0a36e0fb83ba?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,37,australian rock
spotify:track:17yReVjsDb7Hlvjqz6jhDm,I Don't Want to Be,spotify:artist:5DYAABs8rkY9VhwtENoQCz,Gavin DeGraw,spotify:album:75UQQb5KzyAVOfUUxWBjSe,Gavin DeGraw,1/1/2003,219080,https://p.scdn.co/mp3-preview/3ba4b36bf678f7b4c010ca214a348cb124e37739?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,56,"neo mellow,pop rock"
spotify:track:0APYlBDN2CGNzXzKbzYlE7,The Greatest Show,spotify:artist:20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,spotify:album:1oqnHxrKI3Gq8MKgAGDtMr,Various Artists,12/8/2017,174306,https://p.scdn.co/mp3-preview/5e386314978c315a0e57d52d2f74ce2fc27f3ece?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,36,pop
spotify:track:45S5WTQEGOB1VHr1Q4FuPl,Golden,spotify:artist:6KImCVD70vtIoJWnq6nGn3,Harry Styles,spotify:album:7xV2TzoaVc0ycW7fwBwAml,Harry Styles,12/13/2019,208906,https://p.scdn.co/mp3-preview/9f9a006b49587b8a7a916ea098af0a465e9a5da0?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,72,pop
spotify:track:5viJfHHj5qnP55zoEWMh97,2step (feat. Budjerah),"spotify:artist:6eUKZXaKkcviH0Ku9w2n3V, spotify:artist:4hOb2WdQMQWyG6RQAhR7iE","Ed Sheeran, Budjerah",spotify:album:3wd91jE2MWmMsHjAP4TA7v,"Ed Sheeran, Budjerah",5/11/2022,153426,https://p.scdn.co/mp3-preview/9cda07d64801124b8f310c033d8a2f1f5ac10b2a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,34,"pop,singer-songwriter pop,uk pop,australian indigenous music,australian r&b"
spotify:track:7pKfPomDEeI4TPT6EOYjn9,Imagine - Remastered 2010,spotify:artist:4x1nvY2FN8jxqAFA0DA02H,John Lennon,spotify:album:0xzaemKucrJpYhyl7TltAk,John Lennon,9/9/1971,187866,https://p.scdn.co/mp3-preview/051f8a21cb606b65a4e1b475cff6733a2297fe9f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,76,"classic rock,rock"
spotify:track:6imJcLXGERlMIB6dCLUwII,Unpretty - Radio Version,spotify:artist:0TImkz4nPqjegtVSMZnMRq,TLC,spotify:album:6bTUTKQbRd293kWQoy44Bw,TLC,8/20/2007,240133,https://p.scdn.co/mp3-preview/560e9c491253944b92f1d8298010f2369a8c0b01?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"atl hip hop,contemporary r&b,dance pop,girl group,hip pop,r&b,urban contemporary"
spotify:track:7yFXSCTzGmwR8AYbCxmtiS,Victims of Love,spotify:artist:5aYyPjAsLj7UzANzdupwnS,Good Charlotte,spotify:album:542tacdtTzqDY7BsZ9k11p,Good Charlotte,5/20/2008,225200,https://p.scdn.co/mp3-preview/27f9774481b6e2c82247a59dfba260549a04e17d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,31,"alternative metal,modern rock,neon pop punk,pop punk,pop rock,post-grunge"
spotify:track:7clUVcSOtkNWa58Gw5RfD4,Speed of Sound,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:album:4E7bV0pzG0LciBSWTszra6,Coldplay,6/7/2005,287906,https://p.scdn.co/mp3-preview/59d768aed0018df7d91e96361f281ec323ce26a1?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,"permanent wave,pop"
spotify:track:7G4wLX9IWwefQmwru87qB1,Take My Heart,spotify:artist:2WX2uTcsvV5OnS0inACecP,Birdy,spotify:album:2uNFpEVey5RsxzTdoDmjiz,Birdy,3/25/2016,251960,https://p.scdn.co/mp3-preview/da6e6977a82236e5f5c2c4dc2a5befc2f83a55c9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,25,"neo mellow,uk pop,viral pop"
spotify:track:5ouMGeOtmeHUfneTwgjNWC,Single Girl,spotify:artist:5Xh0e6sCvMXJUNVa4oynvx,Sandy Posey,spotify:album:3Lzznx139RsWiksHBUR9zH,Sandy Posey,9/1/2009,147426,https://p.scdn.co/mp3-preview/b4ab70b6f060896c4241d58ddbdf577e254eebe9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,23,nashville sound
spotify:track:0XoTz3HTFkhyji6BHGkjNF,Good Morning Starshine,spotify:artist:3kn0edxse3lzsrrtrNTtyU,Oliver,spotify:album:6TgxGo8P5phqn5Xh8CUSSH,Various Artists,1/1/2001,221133,https://p.scdn.co/mp3-preview/69a2bd8acd98825376463f0faa81ce977c0be4ca?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,38,
spotify:track:29l9kMr8pFN3Fk2NpvGOb2,Fancy,"spotify:artist:5yG7ZAZafVaAlMTeBybKAL, spotify:artist:25uiPmTg16RbhZWAqwLBy5","Iggy Azalea, Charli xcx",spotify:album:4z4Pgh0fNUQkmGP4K1XxDb,Iggy Azalea,10/1/2014,199938,https://p.scdn.co/mp3-preview/077ffd490b5c65dfdcdc9d77b2a4cb607a8563b9?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,40,"australian hip hop,dance pop,pop,art pop,candy pop,metropopolis,pop,uk pop"
spotify:track:3stnrhzN0lzZFskbaZ5sEw,Scandalous - U.S. Radio Edit,spotify:artist:6csA2rxNLkQJXeEa7lyGXn,Mis-Teeq,spotify:album:7fw8rAhWi3UWw92jgemhbZ,Mis-Teeq,7/13/2004,238840,https://p.scdn.co/mp3-preview/7ceba98390d369914e187aa97810de9ff5e16c3c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,58,"girl group,uk garage"
spotify:track:6LsAAHotRLMOHfCsSfYCsz,If I Can't Have You,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,spotify:album:1J2BrRxtQjVUa7X9Ne99xD,Shawn Mendes,5/3/2019,190800,https://p.scdn.co/mp3-preview/be4b71dca3d80f25dae916e12dad017f263d5f57?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,64,"canadian pop,pop,viral pop"
spotify:track:3a1eJRucXOtKZxNx5BVXMt,Use Somebody,spotify:artist:2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,spotify:album:71iOOq3JusATRJZxIDzo6N,Kings of Leon,9/23/2008,230760,https://p.scdn.co/mp3-preview/6b0e4d00b02ff767f436c2c43f9f8b2a12b35472?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"modern rock,rock"
spotify:track:1FK2eVZehS2SzBjwrsQCI5,Midnight In Moscow,spotify:artist:0QyB38XO00qX8Zc0EFzN4w,Kenny Ball,spotify:album:2tHSEmZZ7Zn87QKnpzuqHv,Kenny Ball,4/11/2000,180013,https://p.scdn.co/mp3-preview/229576b1755d3ccf416f90aee3029672441db67a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"dixieland,new orleans jazz"
spotify:track:4sUlsy0tPv9n5nqrqeA0lE,Magic Man,spotify:artist:34jw2BbxjoYalTp8cJFCPv,Heart,spotify:album:2N0AgtWbCmVoNUl2GN1opH,Heart,1975,328360,https://p.scdn.co/mp3-preview/b62b8c45c61ad7ca76f8081aa641bf70b07fe178?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,58,"album rock,classic rock,glam metal,hard rock,mellow gold,new wave pop,rock,singer-songwriter,soft rock"
spotify:track:4dHRp03oxqJQfjGU8ECo7v,Paint The Town Red,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,spotify:album:5DQOvr3OGVd2Zq7C5H1089,Doja Cat,8/3/2023,231750,https://p.scdn.co/mp3-preview/b66e7f70e9ad3a80087348f964d7e121df32c097?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,53,"dance pop,pop"
spotify:track:2hvOsGJc6qll4WzW8Ljqc3,Brass in Pocket - 2006 Remaster,spotify:artist:0GByy3DcfbQwDvXGCWmzv9,Pretenders,spotify:album:4oDYsMBe7KtOu12VNMO75k,Pretenders,1/11/1980,185960,https://p.scdn.co/mp3-preview/d515eb9a014e53e4e9efa3add6ab24420de21115?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,1,"album rock,classic rock,mellow gold,new romantic,new wave,new wave pop,permanent wave,rock,soft rock"
spotify:track:69ll8sfAt0jH2978X8lI56,A million little colors,spotify:artist:7fqZEWyLeCpydzNuWdym5L,Vader the Villin,spotify:album:65bg8g2gAxEgDijNwpZCKL,Vader the Villin,11/9/2020,151536,https://p.scdn.co/mp3-preview/472a40940fecf3fa9edc6d074620407adaa22fcd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,
spotify:track:3Pnhzf3Knhdsavx0VM2ZmG,Island In The Sun,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,Weezer,spotify:album:2hDiTEsKePTnDcvKEuLizk,Weezer,5/15/2001,200306,https://p.scdn.co/mp3-preview/521139742aef149a3d58924c1e9dd6f1ff6b816a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"alternative rock,modern power pop,modern rock,permanent wave,rock"
spotify:track:0Oa9Qtd0FuhcmLi3sWTF9F,Papa Don't Preach,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,Madonna,spotify:album:43lok9zd7BW5CoYkXZs7S0,Madonna,9/18/2009,269573,https://p.scdn.co/mp3-preview/c1bedf63bd43415d1a20d692509e8ed04d62599c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,45,"dance pop,pop"
spotify:track:3JjY2L2bqql54j1SjnjQ23,(Can't Live Without Your) Love And Affection - Remastered 2017,spotify:artist:5jJcbGPjjyEhAoU02ynHaA,Nelson,spotify:album:3bF75h2NG3y918xMulJ2UI,Nelson,6/26/1990,236435,https://p.scdn.co/mp3-preview/848ae43a4b5c0e9850d147251d716e9c6d2abddf?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,48,glam metal
spotify:track:0wWXcZlRjfetNmJwcfGN5I,Time to Pretend,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,MGMT,spotify:album:0tn4OkXyDMemo4zWthSdu0,MGMT,2/11/2008,262853,https://p.scdn.co/mp3-preview/cea2d1f0e170d9fa339cf16b78fc07aa6c5d9d43?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,21,"alternative rock,indie rock,indietronica,modern rock,rock"
spotify:track:5Ug4FDeNl30GHSATrz0shq,Pleasure And Pain,spotify:artist:5t06MTkDD3yr5LVs3YFLQC,Divinyls,spotify:album:4Yz03wMtt5EPE7J29PPB0l,"Divinyls, Michael Chapman",1/1/1991,232000,https://p.scdn.co/mp3-preview/16e42cad6a833b736b8b4adcd4b0638557c80231?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,38,"australian rock,new wave pop"
spotify:track:4ECNtOnqzxutZkXP4TE3n3,Separate Ways (Worlds Apart),spotify:artist:0rvjqX7ttXeg3mTy8Xscbt,Journey,spotify:album:2EFUNYmwxe0AOGxBORrfaw,Journey,2/22/1983,323706,https://p.scdn.co/mp3-preview/9de256f2fe26c2e636c807281e4741f1b0ca9ab7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,9,"album rock,classic rock,hard rock,mellow gold,rock,soft rock"
spotify:track:7GCNh1ibQiae8aimaEUOFq,Galveston - Remastered 2001,spotify:artist:59hLmB5DrdihCYtNeFeW1U,Glen Campbell,spotify:album:4KmD4CyCqPJMtJqqX2eysq,Glen Campbell,1969,161066,https://p.scdn.co/mp3-preview/c7221042d70d06bb12952d41da3b8d297f05ee8d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,48,"adult standards,arkansas country,classic country pop,folk rock,mellow gold,nashville sound,singer-songwriter,soft rock"
spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,spotify:artist:5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,spotify:album:3RDqXDc1bAETps54MSSOW0,Miley Cyrus,10/4/2013,221360,https://p.scdn.co/mp3-preview/e174e5edd688f7ae112ce20b83741e28367d37b8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,78,pop
spotify:track:5ulWFlVXWeO0Afqf2dyHnY,Lost & Not Found,"spotify:artist:3jNkaOXasoc7RsxdchvEVq, spotify:artist:7qevodTHcV0rtg9O7ih6nn","Chase & Status, Louis Mattrs",spotify:album:5gWfcBhMIrPxudHnnMXSdX,Chase & Status,1/1/2013,253920,https://p.scdn.co/mp3-preview/ab44609f1cc5f367464456b77d0ecd290e6ae432?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,44,"dancefloor dnb,drum and bass,uk dance,uk contemporary r&b"
spotify:track:38MbUy2C0FLv6exayPlImu,Midnight (The Hanging Tree),"spotify:artist:3qoTlYFOahAlAh9ee3qnbs, spotify:artist:0L4gqdrMNbRIbNKzgcBXG6, spotify:artist:2KgiNo5JQEyIQdGv2Wyh4R","HOSH, 1979, Jalja",spotify:album:6YzV3Syw4CNX3R9IaTfnSh,"HOSH, 1979, Jalja",1/10/2020,178823,https://p.scdn.co/mp3-preview/c3dd819bf52501c7f2032dd1addcde785d93f879?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,51,"deep disco house,hamburg electronic,minimal techno"
spotify:track:3TK5wUTKTBJZ8GqhedjTtv,(Dancin’) On A Saturday Night,spotify:artist:6ea0ZyKO8ONgRBNCjrea7d,Barry Blue,spotify:album:12qedoBqTlYcQOYLxjzzkX,Barry Blue,1/21/2013,192466,https://p.scdn.co/mp3-preview/a1bdd76b50a7b660361b961a3fad54548e0ce65b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,36,"classic uk pop,glam rock"
spotify:track:6FdbXoRiZ5wH8x3vf7s9Xh,Let It Go - DJ Boat Remix,"spotify:artist:5iLaZnrGlRUHm2PwZ33dIt, spotify:artist:0Btky5ia7ihAQE8UEXPmbQ","Josefine, DJ Boat",spotify:album:3SSTsbX8nVGRM1EsauN1Nn,"Josefine, DJ Boat",7/23/2021,224440,,FALSE,23,"scandipop,ghanaian alternative"
spotify:track:0r4IWIanmyhOueD888Ztwf,Creepin' Up Slowly,spotify:artist:1nCht41FuMcmG1FIoyjWCH,Taxiride,spotify:album:76hqEMQKrJpYntZVub1wlG,Taxiride,7/10/2002,235653,https://p.scdn.co/mp3-preview/a858f14e6435c19330c5817693de12b69bafe3ee?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,43,"australian pop,australian rock"
spotify:track:7nx6bmfojpAW4SCwoZM13B,C'est La Vie,spotify:artist:4NkLjsRsFnuPu9B4zqzBqq,Robbie Nevil,spotify:album:6bNiLVVFEHzU6ilWL4zuQh,Robbie Nevil,11/1/1986,270306,https://p.scdn.co/mp3-preview/2116a21327be329553f4bc0601012c2367a45fd2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,44,
spotify:track:6PgVDY8GTkxF3GmhVGPzoB,"Hold On, I'm Comin'",spotify:artist:2BVYdY4PyfCF9z4NrkhEB2,Sam & Dave,spotify:album:2PBsbww0MYw9F1JzyYWIEO,Sam & Dave,1966,155706,https://p.scdn.co/mp3-preview/6a0de247dff708131154ceca48a5a99061869f12?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,69,"classic soul,memphis soul,soul,southern soul"
spotify:track:52gqeRlrBE7hqMlRxEsi6y,Livin' It Up,"spotify:artist:1J2VVASYAamtQ3Bt8wGgA6, spotify:artist:5aEWnrN8h3MhuFUPRfaVuy","Ja Rule, Case",spotify:album:2wMavIKnu6feFNOeQ1hVwf,Ja Rule,1/1/2001,257066,https://p.scdn.co/mp3-preview/67aac99634ea486055b2015116ff30d38393b282?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,1,"dance pop,east coast hip hop,gangster rap,hip hop,hip pop,pop rap,queens hip hop,rap,urban contemporary,contemporary r&b,new jack swing,r&b"
spotify:track:4Pu19svfyXFrCCWcGKLc0W,Who The Hell Are You,spotify:artist:6otgz5gkB40UnWFwTy0VDh,Madison Avenue,spotify:album:7pH7HTn0BEMJqHTbBmfucj,Madison Avenue,11/7/2000,215093,https://p.scdn.co/mp3-preview/a169310b8af37c5247c15007dcf7c462ad864018?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"disco house,vocal house"
spotify:track:6XOINCZBv8Q7RXgNNiTwIN,A Girl Like You,spotify:artist:5Qlt3zQ63Z99mNhuun0JAT,Edwyn Collins,spotify:album:4gIHBmLBXUnDJgWhcPzNDG,Edwyn Collins,1994,236583,https://p.scdn.co/mp3-preview/890ff4b2dcbe3ad5606972f289c48fb26b0abfb4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,1,"britpop,scottish new wave,solo wave"
spotify:track:7GfKD5B7fVAzUgDvqAIbSL,Can We Pretend (feat. Cash Cash),"spotify:artist:1KCSPY1glIKqW2TotWuXOR, spotify:artist:1LOB7jTeEV14pHai6EXSzF","P!nk, Cash Cash",spotify:album:0hgt3tZlHEGukN56ueTGcL,P!nk,4/25/2019,224360,https://p.scdn.co/mp3-preview/2d985ba1fc02c74f6f18bd71781e5c8d4cb2f29f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,45,"dance pop,pop,dance pop,edm,electro house,electropowerpop,pop dance"
spotify:track:4CU6WHrOTupJ6XgeYAAeCO,Uptown,spotify:artist:7rewR1TVjhisjI6gauUamf,The Crystals,spotify:album:11ho9FxQbJjMbQn1P1yWpm,The Crystals,2/22/2011,141226,https://p.scdn.co/mp3-preview/23c6d989e4e6d2672ca1d54a689b734f6ec01f6e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,21,"classic girl group,doo-wop,rock-and-roll"
spotify:track:7oGZAicScQt96OAW4AruYy,Want to Want Me,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,spotify:album:59eUYETmE1zi31ESb3SUkI,Jason Derulo,5/29/2015,207719,https://p.scdn.co/mp3-preview/41c4fc0c9ed13ba61f99841cfee3182d32976686?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,74,"dance pop,pop"
spotify:track:07PIhdmyYIw8dMeDMsx9FU,Words,spotify:artist:1LZEQNv7sE11VDY3SdxQeN,Bee Gees,spotify:album:2oeuTgRudy4dVoFa15gf05,Bee Gees,2/1/1968,198453,https://p.scdn.co/mp3-preview/9cdf975756663a4b12fc6405b9a08e8fdea50133?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,60,"disco,mellow gold,soft rock"
spotify:track:6XysrR8vcCDIXVRfqylrbc,One Fine Day,spotify:artist:05sIdEkXAYDbDDdv3T56Oj,The Chiffons,spotify:album:6iqQVWqQVmLaq1xxAR03e7,The Chiffons,1/1/1996,130440,https://p.scdn.co/mp3-preview/8657a104ad94cb18dabf4475cc22cb451d909b0b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,25,"brill building pop,classic girl group,doo-wop,rock-and-roll"
spotify:track:1jqLJBQwo7yBCqYQWukLkq,Boombastic,spotify:artist:5EvFsr3kj42KNv97ZEnqij,Shaggy,spotify:album:1ObChmQf8QPcervdZ5BxC6,Shaggy,1/1/2002,247173,https://p.scdn.co/mp3-preview/343ed8902219b641429fbebaf5c0edce0ff78cf0?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,50,"dance pop,pop rap,reggae fusion"
spotify:track:41c0FBsKGWXqAnQC3ifyzw,Too Much Ain't Enough Love,spotify:artist:1k5aZWIOUbUfKcnMxtEivJ,Jimmy Barnes,spotify:album:4uewhJyZLIBp4T8b6eU7EX,Jimmy Barnes,11/13/1987,284280,https://p.scdn.co/mp3-preview/02c6ae2f703eb8a6cdfde232b57049c349a52099?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,25,australian rock
spotify:track:1XsFwPxVyhouqW6Qu71Ygm,Burn,spotify:artist:1ZTCpKWDwHhbjhkdHhvTm8,Tina Arena,spotify:album:3eArVEbkPCtNGoCFkFCftz,Tina Arena,11/6/2004,264146,https://p.scdn.co/mp3-preview/b57c1299f409d0c64149b8a7ff3471c5e651618c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,47,"australian dance,australian pop,australian rock"
spotify:track:6BoueSxgJU2heOvYVDTBuk,I Do (Cherish You),spotify:artist:6V03b3Y36lolYP2orXn8mV,98º,spotify:album:5QmzvShOSXdLds65q3jbxx,98º,1/1/1998,228066,https://p.scdn.co/mp3-preview/eeb5a535f834d06d4e8d80f36a9620ac337d5cf0?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,boy band
spotify:track:72AO8u6lcjKp0CBeaPZT8I,I Still Haven't Found What I'm Looking For - Remastered 2007,spotify:artist:51Blml2LZPmy7TTiAg47vQ,U2,spotify:album:4mULDK6YXrFXTfSwvwm4M3,U2,3/10/1987,277480,https://p.scdn.co/mp3-preview/fb33c9af2a25d72905bdb2f1e9685c6b7382c9e0?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,45,"irish rock,permanent wave,rock"
spotify:track:6fh6lGvzuQibcFUB076WIR,When I Die,spotify:artist:2tUGlReCZRMoRgl0IS79i3,No Mercy,spotify:album:3tabuqpmg0z2LZiO24V1Vl,No Mercy,2007,269826,https://p.scdn.co/mp3-preview/87452951159bbf36cd484e20a959006bf49713c6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,30,"boy band,eurodance"
spotify:track:1PTqbs9FV8hSJCS7OOF5OC,Do It Again,"spotify:artist:1BhWF9W2PngtPSyobKg0rP, spotify:artist:7bXgB6jMjp9ATFy66eO08Z, spotify:artist:5LHRHt1k9lMyONurDHEdrp","Pia Mia, Chris Brown, Tyga",spotify:album:4BCxAlQ05BCLPuY1Xh4n7R,Pia Mia,5/4/2015,207746,https://p.scdn.co/mp3-preview/b935048d053fe41c01d828894f3225373bce7f45?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,0,"dance pop,pop,post-teen pop,r&b,rap,hip hop,pop rap,rap,southern hip hop,trap"
spotify:track:1Pw5C4N6Fn5E4mGCxmbbVa,Say You Won't Let Go,spotify:artist:4IWBUUAFIplrNtaOHcJPRM,James Arthur,spotify:album:0BL67dR6x0CPU7B7J9P8qC,James Arthur,9/9/2016,211240,https://p.scdn.co/mp3-preview/4fbb32c6ab859c8d000c2cef7949d06fd71d6b5a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,63,"pop,talent show,uk pop"
spotify:track:0fIOacVe000P5pNhaKQlQw,Love Me Like You,spotify:artist:3e7awlrlDSwF3iM0WBjGMp,Little Mix,spotify:album:4bzVI1FElc13HQagFR7S1W,Little Mix,11/6/2015,197786,https://p.scdn.co/mp3-preview/2cc18c0196d3775e80d46828b7575e26a4eafffb?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"girl group,pop,talent show,uk pop"
spotify:track:4aqVJ566auHqnlpwSiYE5N,Back Home Again,spotify:artist:7EK1bQADBoqbYXnT4Cqv9w,John Denver,spotify:album:6IWq54w4j5ZpaXUxro3bsr,John Denver,6/15/1974,285373,https://p.scdn.co/mp3-preview/2c1be5a0af234e2b6452e12212aba56770259599?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"classic country pop,folk,folk rock,mellow gold,singer-songwriter,soft rock"
spotify:track:1Up0tMGTc3FKasn7WMrioE,Songbird,spotify:artist:0afemm9P2Bb2LL99xHY32n,Bernard Fanning,spotify:album:2OICen81GDKy8Mds7OdX4I,Bernard Fanning,1/1/2005,156280,https://p.scdn.co/mp3-preview/6e10ae01af6230cf1eb1c746df45a8aaa3ccd749?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,54,"australian alternative rock,australian rock"
spotify:track:59SHL9A7Tw7yYLWf2MSKRt,I Love It,spotify:artist:6ieVhWXtOmK6DO6dmX7Eko,Sneaky Sound System,spotify:album:3POXlpDv0cikb180eu6k5j,Sneaky Sound System,2006,226986,https://p.scdn.co/mp3-preview/ab74850595258a67134efbb031703f0cdfc226b8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,38,"australian dance,australian house,funktronica"
spotify:track:02c4wpeXlXxT7Cekkz3kP3,Lean On Me (feat. Robinson),"spotify:artist:6NFyaN9PMCDZ3LKxGwHAXt, spotify:artist:38CvLGTsjtoloDgv3OKQp8","Illy, Robinson",spotify:album:5Qh5mcfh9Z9bSrfaTlDo8V,"Illy, Robinson",9/27/2019,227022,https://p.scdn.co/mp3-preview/03ee0a2d5c7f206fedd2121406f4e56581b601f5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,29,"australian hip hop,australian trap,alt z,nz pop"
spotify:track:4iLqG9SeJSnt0cSPICSjxv,Attention,spotify:artist:6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,spotify:album:0t0NkQulrNkxw2oUZZHboA,Charlie Puth,4/20/2017,211475,https://p.scdn.co/mp3-preview/db76d34af2f966975e0c1b8b9e43dca882e27229?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"pop,viral pop"
spotify:track:2K62UFcN2wQpmTaJvrtZZS,Blue (Da Ba Dee),spotify:artist:64rxQRJsLgZwHHyWKB8fiF,Eiffel 65,spotify:album:7wKWrF67f1991520a6B0mu,Eiffel 65,7/4/2009,281746,https://p.scdn.co/mp3-preview/bbac41684f243a85862b5c010ec7c38e1a8bef5e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"eurodance,europop,italian adult pop,italo dance"
spotify:track:0HnaqUxvHP5LaWdmWwJpiS,Love Somebody,spotify:artist:04gDigrS5kc9YWfZHwBETP,Maroon 5,spotify:album:7i1Ej2Ix9aIiLKqhNwAB2l,Maroon 5,1/1/2012,229813,https://p.scdn.co/mp3-preview/bb0285e00d488c2ec69810d9442ecfbda69caaf9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,56,pop
spotify:track:0DiDStADDVh3SvAsoJAFMk,Only Human,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,spotify:album:1Uf67JAtkVWfdydzFFqNF2,Jonas Brothers,6/7/2019,183000,https://p.scdn.co/mp3-preview/61e9165458a8ce80be77cb2442026007608c17e1?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,69,"boy band,pop"
spotify:track:43NhiKnrtGqztxDqXrcUux,Adam's Song,spotify:artist:6FBDaR13swtiWwGhX1WQsP,blink-182,spotify:album:5qt11cWjSs5Gbqj2Wyfu38,blink-182,1/1/1999,249753,https://p.scdn.co/mp3-preview/f028a65b6cf91d93e815a5c795c7dc512afce375?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"alternative metal,modern rock,pop punk,punk,rock,socal pop punk"
