Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Artist Name(s),Album Release Date,Track Duration (ms),Track Preview URL,Explicit,Popularity,Artist Genres
spotify:track:0vNPJrUrBnMFdCs8b2MTNG,Fader,spotify:artist:4W48hZAnAHVOC2c8WH8pcq,The Temper Trap,spotify:album:0V59MMtgoruvEqMv18KAOH,The Temper Trap,2009,192373,https://p.scdn.co/mp3-preview/14264bd1501d27236aaa250633253911b2f3de50?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"indietronica,modern rock,shimmer pop"
spotify:track:0NpvdCO506uO58D4AbKzki,Sherry,spotify:artist:6mcrZQmgzFGRWf7C0SObou,Frankie Valli & The Four Seasons,spotify:album:0NUEQILaBzavnzcMEs4buZ,Frankie Valli & The Four Seasons,1/14/2003,152160,https://p.scdn.co/mp3-preview/e3f765262ebc349e663182d0e19bb24766314f39?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,54,"adult standards,bubblegum pop,doo-wop,lounge,northern soul,rock-and-roll,rockabilly"
spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,I Took A Pill In Ibiza - Seeb Remix,"spotify:artist:2KsP6tYLJlTBvSUxnwlVWa, spotify:artist:5iNrZmtVMtYev5M9yoWpEq","Mike Posner, Seeb",spotify:album:1Tz3Ai1guEFf4hV3d9i17K,Mike Posner,5/6/2016,197933,https://p.scdn.co/mp3-preview/7bae6aac6d699135151854e9e3e5ae78f1a244f5?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,63,"dance pop,pop,pop dance,pop rap,pop dance"
spotify:track:59lq75uFIqzUZcgZ4CbqFG,Let Go for Tonight,spotify:artist:7qRll6DYV06u2VuRPAVqug,Foxes,spotify:album:5AQ7uKRSpAv7SNUl4j24ru,Foxes,5/12/2014,238413,https://p.scdn.co/mp3-preview/84a003d72f9f146831bbfa39587ebc50ee76e0f0?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,39,"electropop,metropopolis,uk pop"
spotify:track:7KdcZQ3GJeGdserhK61kfv,The Way I Want To Touch You,spotify:artist:7BEfMxbaqx6dOpbtlEqScm,Captain & Tennille,spotify:album:3GUxesVyOehInaxJyCTh6d,Captain & Tennille,1/1/1975,163586,https://p.scdn.co/mp3-preview/9e7a4a7b7dc56dc3f08e1c9d84e78b52ddefb5cb?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,35,"mellow gold,soft rock,yacht rock"
spotify:track:000xQL6tZNLJzIrtIgxqSl,Still Got Time (feat. PARTYNEXTDOOR),"spotify:artist:5ZsFI1h6hIdQRw2ti0hz81, spotify:artist:2HPaUgqeutzr3jx5a9WyDV","ZAYN, PARTYNEXTDOOR",spotify:album:2kGUeTGnkLOYlinKRJe47G,ZAYN,3/23/2017,188490,https://p.scdn.co/mp3-preview/765e08c9b8930c6d0338c2d3d75c5b1c3efff338?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,53,"pop,uk pop,r&b,rap,urban contemporary"
spotify:track:46xkXPGjR9Ig9BcaTUNus3,Your Song,spotify:artist:5CCwRZC6euC8Odo6y9X8jr,Rita Ora,spotify:album:6Vn8F3hERVHYYz5RfKmsAN,Rita Ora,11/23/2018,180160,https://p.scdn.co/mp3-preview/d57008f417a1466ac0ab02020560d4d61d904e80?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,60,"dance pop,pop,uk pop"
spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,Fix You,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:album:4E7bV0pzG0LciBSWTszra6,Coldplay,6/7/2005,295533,https://p.scdn.co/mp3-preview/4ee64ea0fcfc1e6142d3b1e76464e95834fa87dd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,83,"permanent wave,pop"
spotify:track:1s2khOWzC99udpUaPICLJI,There You'll Be - 2007 Remaster,spotify:artist:25NQNriVT2YbSW80ILRWJa,Faith Hill,spotify:album:7fvl3dOnDrv9rq5IBmLbAa,Faith Hill,2007,220840,https://p.scdn.co/mp3-preview/a3b43c90cfdf09ed61c5b1622f4a4e6a1f6a00a2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,44,"contemporary country,country,country dawn,country road"
spotify:track:2sXp9Qmvc7mRaDBjBgcGGi,Every Breath You Take - Remastered 2003,spotify:artist:5NGO30tJxFlKixkPSgXcFE,The Police,spotify:album:7yDxJXFPl88Dt9kBo0dDD6,The Police,6/1/1983,253886,https://p.scdn.co/mp3-preview/92d7997134bb18b99eb5fdc65926e4ef613f9781?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,3,"album rock,classic rock,permanent wave,rock"
spotify:track:6d7PQZtTbHbcYqaygOW7vs,You're the Inspiration - 2009 Remaster,spotify:artist:3iDD7bnsjL9J4fO298r0L0,Chicago,spotify:album:3kkAB63Am6POYuMTisinaa,Chicago,5/14/1984,229426,https://p.scdn.co/mp3-preview/da2133abe8aa91b9fdcb911bfb6a2bda3fe293b1?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,39,"album rock,classic rock,mellow gold,rock,soft rock,yacht rock"
spotify:track:0Lg4ckCFjFUeyHOeSozcWS,"The Key, The Secret",spotify:artist:1QYMj6ouUhi6yis1HE8M68,Urban Cookie Collective,spotify:album:6IjQa4ZCnkSa9cnUvA3yJG,Urban Cookie Collective,2004,222666,https://p.scdn.co/mp3-preview/3da82e509c756338a79089a61bcb8439718aff29?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,53,"diva house,eurodance,hip house"
spotify:track:5Q41NLTmGbVPozwHKK7bk2,Paradise City,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,spotify:album:5JKFiC2WVi9HtvJEm8CUB8,Guns N' Roses,7/21/1987,406306,https://p.scdn.co/mp3-preview/6c99e08ad1885d08023354ac96b546ffe3dee44b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,1,"glam metal,hard rock,rock"
spotify:track:5sgVguJJlA7thC8ybAFOo5,Tonight I'm Yours (Don't Hurt Me),spotify:artist:2y8Jo9CKhJvtfeKOsYzRdT,Rod Stewart,spotify:album:6gDOvRUvES84YOBkMEQTbD,Rod Stewart,1981,251866,https://p.scdn.co/mp3-preview/162ced11bcc44aba0660912ece34e6abf716f304?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,42,"mellow gold,soft rock"
spotify:track:43wMcgNk8o3Qx7jxg3Lkfo,You Were On My Mind,spotify:artist:1XICntAIOLc3OPozkykv39,We Five,spotify:album:7C3qjtVKjkSSaxdW07RdhP,We Five,3/1/2011,156640,https://p.scdn.co/mp3-preview/217b818c56d595818b5c4c0aa85bdd2127d1178f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,9,"bubblegum pop,classic garage rock,merseybeat"
spotify:track:2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"spotify:artist:4tZwfgrHOc3mvqYlEYSvVi, spotify:artist:2RdwBSPQiwcmiDo9kixcl8, spotify:artist:3yDIp0kaq9EFKe07X1X2rz","Daft Punk, Pharrell Williams, Nile Rodgers",spotify:album:2ePFIvZKMe8zefATp9ofFA,"Daft Punk, Pharrell Williams, Nile Rodgers",4/19/2013,248413,https://p.scdn.co/mp3-preview/9b7eaf7fb5cab29251df52e9a4f46fad14e29aa1?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,78,"electro,filter house,rock,dance pop,pop,disco"
spotify:track:6LZOgBvntXL1egqIHHPnhn,Party,spotify:artist:0VyhYyWWF5yYomHQR4hCMl,Christine Anu,spotify:album:5aAUULuBofq0pQXbvQt6g4,Christine Anu,1995,194533,https://p.scdn.co/mp3-preview/36827067c6d3fa27e82be16932e15c3439fc4fe6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,32,"australian indigenous music,australian pop,australian rock"
spotify:track:5ma71INSTL8sY1HzjVBj2g,Riptide,spotify:artist:10exVja0key0uqUkk6LJRT,Vance Joy,spotify:album:1TIkCvpgUWCpjKOuMVaGZD,Vance Joy,9/5/2014,201733,https://p.scdn.co/mp3-preview/d2a7f46a047a571376722c395eeb8e44dd0611b3?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"folk-pop,modern rock"
spotify:track:2SBQBV1atDy4tbEfGicT7u,Heartaches By The Number,spotify:artist:1YAtBHWaWzZnkaoSFHGTBV,Guy Mitchell,spotify:album:3sNFBXnLNjwcsKEZGnaz1G,Guy Mitchell,10/19/2009,153901,https://p.scdn.co/mp3-preview/2ff3470357bdc73a6308129edd834f90fa38e95f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,8,deep adult standards
spotify:track:5AhRNIjYPBleR1lfHphcrE,The Edge of Heaven,spotify:artist:5lpH0xAS4fVfLkACg9DAuM,Wham!,spotify:album:099le4PQZ57X2LY9xVNOpc,Wham!,7/1/1986,270800,https://p.scdn.co/mp3-preview/52a96c7043d7a2d9a83f55b88b7dab1bc5934786?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,50,"new romantic,new wave,new wave pop,soft rock"
spotify:track:2RiJYFyzmE4a5xYV7n7sgI,Should’ve Been Us,spotify:artist:1vSN1fsvrzpbttOYGsliDr,Tori Kelly,spotify:album:7cd41qBONvfjaQI6r8MCGp,Tori Kelly,6/23/2015,186477,https://p.scdn.co/mp3-preview/e81eff876738b140889a2819a8a2fc8f8c8d1390?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"pop,post-teen pop"
spotify:track:7g7OshelYRRnOSEMmisJVI,Clap Your Hands,spotify:artist:7keGfmQR4X5w0two1xKZ7d,Kungs,spotify:album:2Uxn2xBab5Sjo3gnfuir7q,Kungs,2/18/2022,189880,https://p.scdn.co/mp3-preview/ceebad9013abe7d7c1628ab811fb05b490f649b8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,59,"edm,pop dance,uk dance"
spotify:track:1t4I9xuq9Mgdq4SR5hV8p5,Good Clean Fun,spotify:artist:320EPCSEezHt1rtbfwH6Ck,The Monkees,spotify:album:1XpsJZsZD42yllg4Xg6dXF,The Monkees,10/1/1969,135800,https://p.scdn.co/mp3-preview/0e98a942daddf82423b8ac5785b42d23c36c437d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,12,"album rock,beatlesque,bubblegum pop,classic rock,folk rock,mellow gold,rock,rock-and-roll,singer-songwriter,soft rock,sunshine pop"
spotify:track:6ER7Wg69KVV8Vrb1Bln3Cr,Teach Me How to Fly,"spotify:artist:5lcXivnykIkBmcmaD2Vi99, spotify:artist:7BHRujdBRmwb704u4Iv4JC","Jeff St John, The Copperwine",spotify:album:36HAfPYsx7cPglngjKbRSa,Various Artists,11/4/2016,248640,https://p.scdn.co/mp3-preview/043caba9159e32b7de21975acf6551d61c8508ff?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,10,hammond organ
spotify:track:7zCaXeBaRwCSQ9JJvop7OL,Together We Are One - Radio Mix,spotify:artist:2g6fa86fL6oLcoDqanBbuR,Delta Goodrem,spotify:album:6KE4Ofd01fwm7cuJNsS5NZ,Delta Goodrem,4/1/2006,254626,https://p.scdn.co/mp3-preview/2232a1599a41fd2f41ab9ea08ac3f6f7d891d775?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,26,australian pop
spotify:track:656xZ2pwfA1J59EMussJOK,No Secrets,spotify:artist:2PeqTZKroEc2oDwTfmB2al,The Angels,spotify:album:6WWq4QGRPcBEWpeB9w4qJR,The Angels,10/28/2011,258959,https://p.scdn.co/mp3-preview/079d5ca7ad61eaa819513d96b56ca4481f74bd17?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,australian rock
spotify:track:2skmOCFU64Bg7Ytkgwliwe,All For You,spotify:artist:7m60UAnbgFFNuJbmS6OxTk,Sister Hazel,spotify:album:2lHGAzINLOdD0505xdjpyZ,Sister Hazel,1/1/1997,218706,https://p.scdn.co/mp3-preview/83364250663e320011b339875d40f3a7768c28dd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,63,"neo mellow,pop rock,post-grunge"
spotify:track:7nQqn8ZyaQdlBQPZ6KbT24,Special,spotify:artist:6S0GHTqz5sxK5f9HtLXn9q,Garbage,spotify:album:2DHNIBnnf8KBVmqIbnUYEd,Garbage,7/23/2012,226493,https://p.scdn.co/mp3-preview/62ea26de2fe0cd2d2ce9805d3faca7a51dd59705?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,26,"alternative rock,dance rock,electronic rock,permanent wave"
spotify:track:5qnqVH96GFq3Qo71lEkFT5,Saturday Sun,spotify:artist:10exVja0key0uqUkk6LJRT,Vance Joy,spotify:album:3S9ZdKgCTuobkoIWUK2gH0,Vance Joy,2/23/2018,214746,https://p.scdn.co/mp3-preview/47204eb241dee5c510728f25ba9cb723c3ed95d9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"folk-pop,modern rock"
spotify:track:6TBUBqz21JmF2hkeRbnwme,Montego Bay,spotify:artist:7iH90f18JHtgA6f4hjJpo2,Bobby Bloom,spotify:album:5kdm7tgxEgY7rYpQ3Bvg4y,Bobby Bloom,1/1/1970,176466,https://p.scdn.co/mp3-preview/2ef5849fcf4f33fe021fc5d3223dbaf346d004dd?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,39,
spotify:track:5qNh5WtzMbfpSj2jLlBkoD,Your Power,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,spotify:album:7H3vJa2HHgxb7qqclOdfJ3,Billie Eilish,4/29/2021,245896,https://p.scdn.co/mp3-preview/a615fa9703894f6d2cff922b4e0f8346ac65c758?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"art pop,pop"
spotify:track:3u5vKV8Jr3XON1QWz1lUbP,Talk of the Town,spotify:artist:1QxaPWG1POM8Ul6WwsHq4y,John Farnham,spotify:album:4Zm7KcV47uD0sHageJyq2h,John Farnham,10/20/2003,224266,https://p.scdn.co/mp3-preview/da0c9cbee69e9c88d9f125c382dc32c2e9afadd9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,10,"australian pop,australian rock"
spotify:track:7MXVkk9YMctZqd1Srtv4MB,Starboy,"spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ, spotify:artist:4tZwfgrHOc3mvqYlEYSvVi","The Weeknd, Daft Punk",spotify:album:2ODvWsOgouMbaA5xf0RkJe,The Weeknd,11/25/2016,230453,https://p.scdn.co/mp3-preview/57c1238d183c40da3157c2892346f58445b1377c?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,88,"canadian contemporary r&b,canadian pop,pop,electro,filter house,rock"
spotify:track:3J19l4hOfwFFIF715BwVcG,Anthem for the Year 2000,spotify:artist:4iudEcmuPlYNdbP3e1bdn1,Silverchair,spotify:album:10bobqzP8mtragmflBolOM,Silverchair,3/8/1999,247786,https://p.scdn.co/mp3-preview/6e9e16c09ac0ffdb00c3a49577c89fc29e30128f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,41,"alternative metal,alternative rock,australian alternative rock,australian psych,australian rock,grunge,nu metal,post-grunge"
spotify:track:39C5FuZ8C8M0QI8CrMsPkR,Foreplay / Long Time,spotify:artist:29kkCKKGXheHuoO829FxWK,Boston,spotify:album:2QLp07RO6anZHmtcKTEvSC,Boston,1976,467640,https://p.scdn.co/mp3-preview/eabd2479930dced0472b26d62224f49274f7820b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,58,"album rock,classic rock,glam metal,hard rock,mellow gold,rock,soft rock"
spotify:track:3KhIpPRbkjr3p1eJkD51dj,New Romantics,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:album:3GT1SFfrltwpfWM2FB7zV4,Taylor Swift,10/27/2014,230466,https://p.scdn.co/mp3-preview/8abfa84aa6b12e5aabf724ba36d404e5d2ad2251?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,pop
spotify:track:2l1GIxmkts2O0qYrlwGwF0,She - Original Stereo Version; 2006 Remaster,spotify:artist:320EPCSEezHt1rtbfwH6Ck,The Monkees,spotify:album:50zHjIiTOZM232gnWvOydX,The Monkees,1/9/1967,158960,https://p.scdn.co/mp3-preview/f618e29ac35f117a58f1cafbf734afacafe9728e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,34,"album rock,beatlesque,bubblegum pop,classic rock,folk rock,mellow gold,rock,rock-and-roll,singer-songwriter,soft rock,sunshine pop"
spotify:track:1EuI95kVxZYLbENy8d6AOI,I'm Good?,spotify:artist:7dlqUnjoF2U2DkNDMhcgG4,Hilltop Hoods,spotify:album:5W3YMp8HlxyU6XtKsq9sxm,Hilltop Hoods,5/1/2020,160186,https://p.scdn.co/mp3-preview/48aee5dda4d2b7d616758aadea7ca7e1e93853fb?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,50,australian hip hop
spotify:track:7Dm3dV3WPNdTgxoNY7YFnc,The Chain - 2004 Remaster,spotify:artist:08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,spotify:album:1bt6q2SruMsBtcerNVtpZB,Fleetwood Mac,2/4/1977,269813,https://p.scdn.co/mp3-preview/93de8b97f51f60e086c141c9d27622ab37944cc3?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,60,"album rock,classic rock,rock,soft rock,yacht rock"
spotify:track:0Pu71wxadDlB8fJXfjIjeJ,Shoop,spotify:artist:7wqtxqI3eo7Gn1P7SpP6cQ,Salt-N-Pepa,spotify:album:2W2EmEpud13QHlhCFS9P8g,Salt-N-Pepa,10/12/1993,248573,https://p.scdn.co/mp3-preview/4a88a15552524cf0f1a79184073de290ce60605a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,70,"girl group,golden age hip hop,hip hop,hip pop,old school hip hop,queens hip hop"
spotify:track:5PLC7cNlxWIMAZvXrtqsZm,Trouble,spotify:artist:1KCSPY1glIKqW2TotWuXOR,P!nk,spotify:album:0fyXhpRRZOQkNP734QsnNm,P!nk,10/8/2003,193600,https://p.scdn.co/mp3-preview/50b3720a9d02c097443243182ef24704614441a2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"dance pop,pop"
spotify:track:4stNldZRtgwvHvb34INX5y,You Got Me,spotify:artist:5DYAABs8rkY9VhwtENoQCz,Gavin DeGraw,spotify:album:0vOZevXSlfFuRrC4LLW49W,Gavin DeGraw,7/28/2014,227485,https://p.scdn.co/mp3-preview/fc87fb7dedb60de55af0319ad0ee31e6b7d0b87b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,37,"neo mellow,pop rock"
spotify:track:5LenBcq9xeHLC00Gn7AyYv,I Am the Beat,spotify:artist:5eytiLIJP1kOyllcpWTxea,The Look,spotify:album:1uZGQ394ykJhCIiEJeugre,The Look,1981,180547,https://p.scdn.co/mp3-preview/46344317a54388d705a1a3eb32ef63046c461ded?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,25,
spotify:track:0K1ddNp1ev0zdik1EzuxkT,Well Hello,spotify:artist:0jwZXCdmqh8Ox5p2tOZF55,Yellowstone And Voice,spotify:album:0Z5RLckeah58f6J9vjBYWs,Various Artists,6/10/2016,174040,https://p.scdn.co/mp3-preview/229de6c06935943702089c4cb2b86c2b7fa3e423?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,beatlesque
spotify:track:1A4a167Yf7bXEkVOqon1HK,Twistin' Matilda (And the Channel),spotify:artist:7k4MYPtpz3fAViMuuLi9ry,Jimmy Soul,spotify:album:4LIwkxPEGbxwvq8Ut6XFYg,Jimmy Soul,12/2/2013,174933,https://p.scdn.co/mp3-preview/395bbe792264e99455e4159e5755dcc29fb01fff?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,
spotify:track:34sAPj9hCZr4f814I3MWEy,Nothing Can Divide Us,spotify:artist:5bnNgwp3nooah9yHAHsnR4,Jason Donovan,spotify:album:6rL0xfZj23qRaFrGiTmvPP,Jason Donovan,2/6/2007,226200,https://p.scdn.co/mp3-preview/bf99006fe32f957c34e7771eb6ea950c655149ea?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,8,"australian dance,australian pop,europop,new wave pop"
spotify:track:1HXaX12pA7jVuwUczy5UOd,Its Only the Beginning,spotify:artist:3l1Tuoqd0JXoaOrAiOyrB0,Deborah Conway,spotify:album:3uJt66Vz0jymlFZxedk63k,Deborah Conway,1991,281640,https://p.scdn.co/mp3-preview/0e535704f5582f9881ff1346e525c3efd8bab18b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,40,australian rock
spotify:track:2gGxroCYEruO4Bco35RnGU,S.O.S.,spotify:artist:7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,spotify:album:3HEkMpWdo3cWS6wWfQV63a,Jonas Brothers,1/1/2007,153346,https://p.scdn.co/mp3-preview/e3537232f9b07c5a790914c932050b713bbd85e7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"boy band,pop"
spotify:track:0cVyQfDyRnMJ0V3rjjdlU3,Lil Boo Thang,spotify:artist:4zoRNhOhsGX3w8yBAnFSQ8,Paul Russell,spotify:album:1j5AROUr8rq5xb2CXDIH1c,Paul Russell,8/18/2023,114233,https://p.scdn.co/mp3-preview/79f29532b707e2bd12e311d7dce2591b4d57437e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,79,indie r&b
spotify:track:2NELtMgQ8HSdrGrYQPLnC3,Piece by Piece,spotify:artist:3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,spotify:album:7oKtXc3FkeOZTCB88YugON,Kelly Clarkson,2/27/2015,257746,https://p.scdn.co/mp3-preview/f628a42dac2688f5c149768b0b2ee3a20f49fc3c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,50,"dance pop,pop,talent show"
spotify:track:6vVfNqiMSku4FrqsqhurBK,Glamorous,"spotify:artist:3r17AfJCCUqC9Lf0OAc73G, spotify:artist:3ipn9JLAPI5GUEo4y4jcoi","Fergie, Ludacris",spotify:album:5jMAEt7ZLjqi5tSlf7EBQg,Fergie,9/13/2006,246600,https://p.scdn.co/mp3-preview/ba1380303365ab2106f43e1647c7a09e2eef35fc?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,62,"dance pop,pop,atl hip hop,dance pop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop,trap"
spotify:track:2vG1yrWSMiL6egg6w4e9ma,Free Your Mind,spotify:artist:5fikk4h5qbEebqK2Fc6e48,En Vogue,spotify:album:7d2qNq4zap02SoWdvr0caA,En Vogue,3/24/1992,293105,https://p.scdn.co/mp3-preview/1534e3c452634d8b73c9c1fd498910cd9090fed6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,53,"contemporary r&b,girl group,hip pop,new jack swing,r&b,urban contemporary"
spotify:track:6ZQIKSFLoonDStQchogVdC,Untouchable (Originally Performed by Taylor Swift) [Vocal Version],spotify:artist:1Lc0W6fVtIyzVXEOV6BbYi,Musical Creations Karaoke,spotify:album:6f6OwuxVOEd0Xdle3G98v5,Musical Creations Karaoke,7/21/2014,316212,https://p.scdn.co/mp3-preview/90823f0c8beb0461ddaf2e8ed0610ef4cf435bee?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,1,karaoke
spotify:track:74Hy0E0huf9VS853otOC0m,From The Sea,spotify:artist:3yW6jTzGjHUUkLvLkjLOVn,Eskimo Joe,spotify:album:0Q2I3pfKvD9w65qULwIxwW,Eskimo Joe,2004,203146,https://p.scdn.co/mp3-preview/56abd5af47f5763c6d2d8c691484c26092635997?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,0,"australian alternative rock,australian rock,perth indie"
spotify:track:2NjO87HyT80fsgejd3PLYW,Dance To This (feat. Ariana Grande),"spotify:artist:3WGpXCj9YhhfX11TToZcXP, spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","Troye Sivan, Ariana Grande",spotify:album:3MYJYd73u0SatCnRVvRJ3M,Troye Sivan,8/31/2018,231846,https://p.scdn.co/mp3-preview/f1d24e8a12e82dba75f9dd181d623bcb97879868?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,64,"australian pop,pop,viral pop,pop"
spotify:track:1ESxXEaYZ3CvkVqBdSHZiS,Into The Dark,spotify:artist:06y1hH4hu3rcTUXHJevPCf,Ben Lee,spotify:album:0C8dhLSMjGZI2dSCiRrVNN,Ben Lee,2/22/2005,166893,https://p.scdn.co/mp3-preview/a90d9f32a863055afca2f50e2424e4e65fe3de34?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,28,"australian alternative rock,australian pop,australian rock"
spotify:track:1Xhz8EjC4GChCe46aR0MFy,Happenin' All Over Again - Radio,spotify:artist:3KT9AeoTUPHKnntwQxlP9S,Young Divas,spotify:album:6uMZgyfpavnYnGa9pOWA70,Young Divas,11/14/2006,208346,https://p.scdn.co/mp3-preview/5ac654a40a8d77e805c0d703152e5eded192de15?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,23,australian pop
spotify:track:6UqKslmiLujULn7mpfbpaC,You've Never Been This Far Before,spotify:artist:7gi3jmwpUpNWdswT8eEprF,Conway Twitty,spotify:album:6LxTxevkTD8O8kiAtCqaAc,Conway Twitty,4/21/2005,192893,https://p.scdn.co/mp3-preview/a21c22b31b117f6a99e637118b923f9d88c6019d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,1,"arkansas country,classic country pop,country,country rock"
spotify:track:2yWyFT6bW1Rd9cjVvYi4v8,Superstylin',spotify:artist:67tgMwUfnmqzYsNAtnP6YJ,Groove Armada,spotify:album:1bS1J4OVGrpu6e2U2pHge6,Groove Armada,7/11/2001,360426,https://p.scdn.co/mp3-preview/d46a238e623762ef595367c5099d018e9d0bb788?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,60,"big beat,electronica,nu skool breaks,trip hop"
spotify:track:7rojor07Wzc7w3zXOxex80,Halfway Gone,spotify:artist:5PokPZn11xzZXyXSfnvIM3,Lifehouse,spotify:album:6TmElNgwnE9vBmYCLbwikX,Lifehouse,1/1/2010,195306,https://p.scdn.co/mp3-preview/2e609017bbfad350a1f0f50c71c9e26ffea87989?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,49,"neo mellow,pop rock,post-grunge"
spotify:track:39umHdGKfpnjY4TFtnoQ51,Too Much (feat. Usher),"spotify:artist:64KEffDW9EtZ1y2vBYgq8T, spotify:artist:5rGrDvrLOV2VV8SCFVGWlj, spotify:artist:23zg3TcAtWQy7J6upgbUnj","Marshmello, Imanbek, USHER",spotify:album:6lObxQq82f6xitLI8xZQyz,"Marshmello, Imanbek, USHER",10/23/2020,165704,https://p.scdn.co/mp3-preview/81cd8f86d708c9aa9f35489fd3ae3f191e5f8850?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,52,"brostep,edm,pop,progressive electro house,electro house,pop dance,slap house,atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary"
spotify:track:3g2zKo9K0MymRmkn6fXWcr,Polaroid,spotify:artist:0u2FHSq3ln94y5Q57xazwf,Keith Urban,spotify:album:6XuKNFu7uue9cj04W3x4Gt,Keith Urban,4/24/2020,150206,https://p.scdn.co/mp3-preview/18258a73147f10e7eed6de32a6d587b01136065b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,24,"contemporary country,country,country road"
